customer_id,date,age,income,occupation,credit_amount,debit_amount,balance,investment_return_percent,credit_score,feedback
CUST0267,29/1/2025,44,14327,Nurse,271.95,194.68,7117.01,-0.46,589,Planning to buy a car soon.
CUST0268,5/1/2025,40,,Developer,276.24,17.55,9844.81,2.22,625,Saving for a house.
CUST0269,29/1/2025,55,5156,Consultant,279.6,140.25,7213.98,-1.31,719,Investing more into mutual funds.
CUST0270,30/1/2025,67,13805,Trader,154.35,194.05,3766.79,-0.25,795,Trying to improve my credit score.
CUST0271,22/1/2025,39,,Student,339.11,208.73,5170.64,-1.12,501,Planning to buy a car soon.
CUST0272,10/1/2025,34,5722,Student,20.75,132.37,5289.19,1.48,401,Saving for a house.
CUST0273,24/1/2025,34,12728,Consultant,171.62,127.3,4164.44,2.38,717,Planning to buy a car soon.
CUST0274,20/1/2025,23,3363,Designer,258.99,218.47,8268.27,-3.79,773,I might reduce spending on dining.
CUST0275,19/1/2025,35,10560,Developer,168.07,167.99,5972.26,3,614,Looking to diversify investments.
CUST0276,21/1/2025,57,12578,Nurse,345.54,152.4,4524.11,1.04,782,I might reduce spending on dining.
CUST0277,4/1/2025,42,5731,Engineer,80.87,210.9,5012.96,3.21,818,I might reduce spending on dining.
CUST0278,18/1/2025,36,13442,Trader,146.98,120.22,2546.25,-0.37,439,I might reduce spending on dining.
CUST0279,22/1/2025,31,9236,Trader,141.72,73.32,4508.3,-0.73,496,I need to manage my expenses better.
CUST0280,7/1/2025,50,5765,Trader,105.16,181.26,8040.68,-0.49,703,I might reduce spending on dining.
CUST0281,30/1/2025,25,8361,Nurse,93.73,154.65,8027.2,-0.73,773,Looking to diversify investments.
CUST0282,3/1/2025,24,9162,Student,193.32,63.02,3156.28,-1.51,465,I plan to increase my savings next month.
CUST0283,6/1/2025,46,3518,Engineer,190.67,106.61,4197.88,4.24,782,
CUST0284,27/1/2025,20,3742,Student,295.19,210.82,1850.04,,399,I need to manage my expenses better.
CUST0285,25/1/2025,36,11369,Student,244.12,170.44,5781.39,-2.15,713,
CUST0286,9/1/2025,21,2816,Engineer,245.76,146.27,7248.71,-0.17,561,
CUST0287,20/1/2025,67,5490,Developer,225.32,161.38,1789.07,,678,Investing more into mutual funds.
CUST0288,25/1/2025,34,,Trader,297.56,212.17,6174.28,-1.76,450,
CUST0289,14/1/2025,50,8136,Designer,126.7,100.09,4865.64,-0.93,613,Looking to diversify investments.
CUST0290,6/1/2025,27,3361,Teacher,189.28,5.56,6833.49,-0.89,686,Trying to improve my credit score.
CUST0291,14/1/2025,63,2690,Developer,254.67,137.44,7145.96,5.23,668,I need to manage my expenses better.
CUST0292,27/1/2025,35,14855,Consultant,371.31,104.96,6661.42,-1.53,719,Saving for a house.
CUST0293,22/1/2025,35,,Trader,237.25,230.57,5793.26,-2.13,434,Planning to buy a car soon.
CUST0294,23/1/2025,32,9296,Teacher,258.98,140.48,5084.97,-1.51,320,I need to manage my expenses better.
CUST0295,4/1/2025,36,2802,Consultant,119.37,82.98,5199.21,-2.82,834,I plan to increase my savings next month.
CUST0296,13/1/2025,41,8296,Trader,243.91,134.7,4749.09,1.16,476,I might reduce spending on dining.
CUST0297,9/1/2025,38,8972,Consultant,224.66,20.6,5568.65,0.94,375,Saving for a house.
CUST0298,29/1/2025,39,12696,Trader,14.27,86.06,3465.96,,344,Looking to diversify investments.
CUST0299,30/1/2025,23,13281,Nurse,177.52,175.5,3440.69,-0.08,533,
CUST0300,30/1/2025,36,14174,Trader,209,176.7,815.79,3.33,780,I need to manage my expenses better.
CUST0301,18/1/2025,18,3948,Engineer,242.42,32.49,4282.31,0.61,538,Saving for a house.
CUST0302,24/1/2025,46,6390,Nurse,120.33,189.07,6716.9,0.03,306,I need to manage my expenses better.
CUST0303,25/1/2025,34,8314,Teacher,127.47,252.56,4474.89,1.23,679,Planning to buy a car soon.
CUST0304,25/1/2025,18,9260,Teacher,178.65,170.2,4224.64,-0.85,498,I plan to increase my savings next month.
CUST0305,11/1/2025,62,6994,Engineer,185.23,108.11,4448.6,2.38,484,Planning to buy a car soon.
CUST0306,18/1/2025,66,6780,Nurse,296.01,120.49,1246.89,1.74,302,
CUST0307,28/1/2025,21,7626,Nurse,271.77,226.49,6303.04,-1.78,647,I need to manage my expenses better.
CUST0308,8/1/2025,65,12147,Developer,314.83,17.44,669.04,1.11,779,Saving for a house.
CUST0309,27/1/2025,61,5612,Trader,164.56,121.23,5593.15,1.43,700,Investing more into mutual funds.
CUST0310,10/1/2025,43,10995,Teacher,349.17,216.6,4815.2,-1.93,568,Looking to diversify investments.
CUST0311,27/1/2025,57,9404,Student,275.41,201.63,9154.76,3.34,477,I might reduce spending on dining.
CUST0312,30/1/2025,49,2383,Designer,112.65,203.41,5343.68,1.61,428,Trying to improve my credit score.
CUST0313,4/1/2025,63,2922,Student,249.12,181.7,5699.78,0.44,639,I might reduce spending on dining.
CUST0314,5/1/2025,25,10960,Student,173.39,179.49,3923.93,0.63,516,Trying to improve my credit score.
CUST0315,8/1/2025,46,14742,Trader,146.44,166.51,6487.75,1.68,849,Trying to improve my credit score.
CUST0316,29/1/2025,48,11306,Consultant,118.67,135.36,4921.39,,798,Trying to improve my credit score.
CUST0317,14/1/2025,52,,Student,219.17,179.05,3458.86,-0.3,534,Investing more into mutual funds.
CUST0318,25/1/2025,27,14626,Designer,215.49,113.84,6768.48,2.84,575,I plan to increase my savings next month.
CUST0319,28/1/2025,51,8838,Developer,82.34,158.47,7236.92,1.6,767,Saving for a house.
CUST0320,23/1/2025,35,5226,Consultant,216.16,189.14,5314.9,-0.47,481,I plan to increase my savings next month.
CUST0321,15/1/2025,21,8336,Consultant,94.33,284.18,4641.7,-2.04,595,Investing more into mutual funds.
CUST0322,13/1/2025,43,7213,Student,219.31,80.94,5772.65,0.09,837,Trying to improve my credit score.
CUST0323,29/1/2025,37,9175,Student,135.41,141.06,6863.14,1.02,443,Looking to diversify investments.
CUST0324,16/1/2025,64,7047,Student,297.03,119.79,3793.58,-0.77,764,Trying to improve my credit score.
CUST0325,30/1/2025,48,11076,Teacher,171.68,98.17,969.59,-2,363,Investing more into mutual funds.
CUST0326,7/1/2025,51,8065,Student,147.23,107.71,1540.2,0.04,784,Investing more into mutual funds.
CUST0327,12/1/2025,25,7415,Developer,269.96,111.01,2593.6,-1.58,359,Planning to buy a car soon.
CUST0328,5/1/2025,30,6131,Consultant,268.09,240.03,4847.81,-1.93,565,I might reduce spending on dining.
CUST0329,17/1/2025,65,7462,Nurse,225.04,147.74,8091.42,-1,480,I plan to increase my savings next month.
CUST0330,19/1/2025,65,2529,Designer,213.92,87.66,5033.1,-0.2,500,Investing more into mutual funds.
CUST0331,16/1/2025,24,2226,Trader,63.69,94.53,8125.78,-0.05,787,I need to manage my expenses better.
CUST0332,14/1/2025,36,3881,Student,101.34,189.64,806.65,2.23,486,Investing more into mutual funds.
CUST0333,28/1/2025,47,7570,Student,5.91,134.74,5426.91,2.16,721,Saving for a house.
CUST0334,3/1/2025,31,11759,Consultant,299.06,97.38,1295.35,2.17,607,Looking to diversify investments.
CUST0335,22/1/2025,37,5558,Developer,253.61,231.95,3838.35,0.76,799,Looking to diversify investments.
CUST0336,17/1/2025,32,3996,Trader,120.02,102.99,6402.51,0.86,410,Trying to improve my credit score.
CUST0337,16/1/2025,42,3724,Engineer,309.77,186.43,8774.67,0.74,312,I plan to increase my savings next month.
CUST0338,23/1/2025,30,3647,Developer,102.55,189.21,4245.36,,663,
CUST0339,20/1/2025,50,3848,Student,251.94,195.44,3704.74,-1.75,439,Investing more into mutual funds.
CUST0340,30/1/2025,25,3690,Developer,270.49,243.36,8824.82,2.23,780,Looking to diversify investments.
CUST0341,6/1/2025,40,11783,Nurse,85.24,86.56,4135.75,3.63,532,I need to manage my expenses better.
CUST0342,2/1/2025,38,9282,Engineer,240.43,161.75,6390.04,-2.42,446,Planning to buy a car soon.
CUST0343,20/1/2025,54,9538,Engineer,128.86,207.32,6752.09,3.45,793,I plan to increase my savings next month.
CUST0344,10/1/2025,45,6992,Student,279.73,122.01,6280.96,0.12,791,Trying to improve my credit score.
CUST0345,23/1/2025,48,,Consultant,195.58,179.09,1701.93,0.52,809,Trying to improve my credit score.
CUST0346,19/1/2025,57,13273,Nurse,124.09,254.84,6864.38,0.03,439,Looking to diversify investments.
CUST0347,25/1/2025,18,11461,Developer,211.8,154.62,7037.15,1.08,768,Saving for a house.
CUST0348,26/1/2025,32,10185,Developer,233.21,111.36,7304.06,4.14,369,I plan to increase my savings next month.
CUST0349,18/1/2025,21,,Student,351.71,163.19,7785.09,-3.6,479,I might reduce spending on dining.
CUST0350,13/1/2025,22,,Developer,183.28,111.57,5348.92,-1.17,496,Saving for a house.
CUST0351,28/1/2025,68,7898,Student,234.79,130.63,6355.28,2.08,744,I plan to increase my savings next month.
CUST0352,26/1/2025,56,5806,Developer,47.38,98.38,4172.79,4.28,410,I might reduce spending on dining.
CUST0353,15/1/2025,59,6500,Teacher,192.51,229.55,2425.67,-2.29,828,Planning to buy a car soon.
CUST0354,13/1/2025,65,2589,Nurse,163.91,183.1,7400.52,-0.43,808,Investing more into mutual funds.
CUST0355,6/1/2025,52,11275,Developer,157.34,163.54,8673.35,-2.36,304,Looking to diversify investments.
CUST0356,4/1/2025,67,8289,Developer,337.88,179.95,4730.4,-0.91,698,I plan to increase my savings next month.
CUST0357,19/1/2025,34,4466,Nurse,258.98,84.5,3726.35,-3.22,626,I need to manage my expenses better.
CUST0358,26/1/2025,30,,Nurse,59.09,167.99,3588.79,-1.38,486,Planning to buy a car soon.
CUST0359,13/1/2025,43,11499,Engineer,156.71,166.87,3246.14,-1.73,803,I might reduce spending on dining.
CUST0360,30/1/2025,33,6066,Consultant,216.19,247.91,3533.93,4.14,470,
CUST0361,4/1/2025,63,8763,Engineer,200.22,244.73,1864.58,-0.33,756,Saving for a house.
CUST0362,11/1/2025,20,5177,Developer,280.19,215.08,2760.89,-0.98,715,Investing more into mutual funds.
CUST0363,16/1/2025,37,4197,Teacher,133.3,280.94,4643.56,-2.23,829,Saving for a house.
CUST0364,15/1/2025,36,2124,Developer,191.62,12.21,5373.61,-1.61,794,Investing more into mutual funds.
CUST0365,9/1/2025,47,14662,Teacher,153.66,136.5,6272.47,-0.52,513,I might reduce spending on dining.
CUST0366,22/1/2025,19,,Consultant,168.95,66.66,3617.25,2.59,538,I plan to increase my savings next month.
CUST0367,2/1/2025,56,7877,Consultant,204.62,107.06,8128.54,1.32,311,I might reduce spending on dining.
CUST0368,4/1/2025,34,6471,Consultant,191.15,96.2,6683.97,-0.24,699,I might reduce spending on dining.
CUST0369,3/1/2025,54,8940,Nurse,355,140.64,2084.78,1.04,320,Investing more into mutual funds.
CUST0370,4/1/2025,37,6933,Designer,120.83,135.37,5772.62,-0.28,329,Planning to buy a car soon.
CUST0371,20/1/2025,46,4581,Engineer,175,186.6,4061.72,-2.36,415,I plan to increase my savings next month.
CUST0372,18/1/2025,21,5121,Engineer,210.28,127.57,3329.43,0.64,599,Trying to improve my credit score.
CUST0373,19/1/2025,24,6675,Teacher,162.93,87.92,5087.06,3.72,714,Saving for a house.
CUST0374,2/1/2025,69,3161,Nurse,323.18,216.35,9452.04,0.52,722,Trying to improve my credit score.
CUST0375,7/1/2025,38,,Consultant,253.08,106.55,6172.67,-0.29,407,I might reduce spending on dining.
CUST0376,3/1/2025,28,,Designer,294.68,79.32,8334.45,3.55,615,Saving for a house.
CUST0377,28/1/2025,49,,Engineer,187.12,174.3,7477.39,3.12,602,I might reduce spending on dining.
CUST0378,11/1/2025,37,8897,Engineer,229.37,75.92,3000.2,0.03,500,Planning to buy a car soon.
CUST0379,2/1/2025,56,6155,Teacher,315.46,17.61,3908.31,-1.24,377,I need to manage my expenses better.
CUST0380,7/1/2025,37,4172,Developer,138.15,150.03,5392.61,-1.1,427,I might reduce spending on dining.
CUST0381,14/1/2025,62,9189,Engineer,72.63,202.45,5747.54,,593,Investing more into mutual funds.
CUST0382,8/1/2025,22,12900,Developer,186.97,86.89,5172.85,0.07,636,I plan to increase my savings next month.
CUST0383,17/1/2025,49,7675,Nurse,139.18,167.23,8070.3,,505,Looking to diversify investments.
CUST0384,19/1/2025,34,6571,Student,306.58,163.6,8117.44,-1.67,807,Looking to diversify investments.
CUST0385,11/1/2025,61,14895,Trader,136.34,138.97,1074.58,-0.29,736,Looking to diversify investments.
CUST0386,29/1/2025,23,6103,Designer,121.1,235.11,6685.66,2.91,663,I plan to increase my savings next month.
CUST0387,22/1/2025,21,2242,Developer,254.36,215.8,3491.59,2.6,410,I need to manage my expenses better.
CUST0388,10/1/2025,69,13463,Student,55.47,161.73,2885.89,,436,I plan to increase my savings next month.
CUST0389,23/1/2025,29,7326,Developer,252.59,73.78,8941.73,0.46,668,Looking to diversify investments.
CUST0390,15/1/2025,69,,Teacher,311.97,69.47,2268.35,0.2,720,
CUST0391,22/1/2025,42,10572,Nurse,250.15,161.19,2619.6,2.67,647,Trying to improve my credit score.
CUST0392,15/1/2025,45,,Teacher,285.33,118.71,3387.56,0.37,633,I might reduce spending on dining.
CUST0393,29/1/2025,63,4547,Teacher,189.09,213.62,8026.69,,545,Investing more into mutual funds.
CUST0394,22/1/2025,59,5590,Engineer,176.26,128.53,3860.7,-1.03,795,Trying to improve my credit score.
CUST0395,21/1/2025,18,7867,Consultant,183.81,154.62,8001.3,2.32,559,Planning to buy a car soon.
CUST0396,24/1/2025,52,14028,Engineer,214.79,233.44,5247.83,-1.08,676,Saving for a house.
CUST0397,4/1/2025,64,9354,Student,239.08,291.7,4342.68,-3.45,788,I might reduce spending on dining.
CUST0398,30/1/2025,61,8411,Trader,88.64,89.34,6191.58,-1.53,682,Trying to improve my credit score.
CUST0399,8/1/2025,23,9211,Nurse,188.63,234.44,5797.39,-0.48,454,
CUST0400,11/1/2025,46,3184,Trader,186,85.81,2470.63,3.56,573,Investing more into mutual funds.
CUST0401,1/1/2025,54,11401,Consultant,165.94,178.27,2252,-0.04,495,I plan to increase my savings next month.
CUST0402,6/1/2025,61,14670,Student,5.27,59.39,4777.96,0.74,523,Saving for a house.
CUST0403,5/1/2025,62,13925,Student,312.03,183.25,1911.25,0.76,422,Looking to diversify investments.
CUST0404,6/1/2025,32,10226,Consultant,282.42,129.98,3342.14,,474,I plan to increase my savings next month.
CUST0405,13/1/2025,40,13279,Developer,158.8,130.66,-298.2,3.2,565,Planning to buy a car soon.
CUST0406,12/1/2025,42,2305,Trader,262.8,216.98,7211.26,2.34,324,Investing more into mutual funds.
CUST0407,25/1/2025,35,13707,Trader,187.29,124.89,4058.68,,767,Planning to buy a car soon.
CUST0408,26/1/2025,65,10514,Nurse,322.42,189.9,3150.87,,568,I need to manage my expenses better.
CUST0409,10/1/2025,35,11281,Trader,87.68,308.7,3205.02,-2.12,446,I might reduce spending on dining.
CUST0410,24/1/2025,62,11643,Designer,77.82,47.87,3805.15,2.66,738,Investing more into mutual funds.
CUST0411,20/1/2025,45,4938,Nurse,136.36,175.46,7559.04,,642,Trying to improve my credit score.
CUST0412,13/1/2025,52,6539,Teacher,153.46,79.57,4604.12,4.64,651,Investing more into mutual funds.
CUST0413,25/1/2025,50,3940,Teacher,150.68,89.78,3926.55,1.93,434,Saving for a house.
CUST0414,13/1/2025,26,6340,Student,96.06,127.56,2803.82,0.58,476,Saving for a house.
CUST0415,9/1/2025,34,10219,Consultant,155.57,91.58,6672.45,0.15,849,Saving for a house.
CUST0416,21/1/2025,20,7622,Developer,128.7,146.29,6705.19,4.74,643,I plan to increase my savings next month.
CUST0417,28/1/2025,62,14208,Teacher,218.23,91.27,7039.18,-2.45,324,I might reduce spending on dining.
CUST0418,2/1/2025,36,6576,Engineer,241.39,115.95,2758.08,-3.54,344,I need to manage my expenses better.
CUST0419,7/1/2025,65,3514,Designer,273.28,194.96,6219.47,,680,Planning to buy a car soon.
CUST0420,9/1/2025,26,12860,Designer,117.63,95.49,6324.23,-3.36,368,Saving for a house.
CUST0421,13/1/2025,19,5676,Student,168.2,131.05,2183.79,,820,Saving for a house.
CUST0422,24/1/2025,59,11379,Consultant,54.94,86.48,9024.07,0.77,786,Trying to improve my credit score.
CUST0423,25/1/2025,22,6086,Trader,164.41,95.8,4850.09,1.47,405,Trying to improve my credit score.
CUST0424,20/1/2025,28,4933,Nurse,133.25,195.84,1914.4,-0.77,666,Investing more into mutual funds.
CUST0425,12/1/2025,32,6312,Teacher,79.34,80.58,4953.95,-0.96,531,I plan to increase my savings next month.
CUST0426,17/1/2025,36,3577,Designer,262.63,124.13,5816.11,1.6,817,I plan to increase my savings next month.
CUST0427,17/1/2025,42,3462,Nurse,108.82,193.1,3396.59,-1.62,583,Saving for a house.
CUST0428,21/1/2025,43,2687,Teacher,112.47,195.35,6894.72,-0.91,626,I need to manage my expenses better.
CUST0429,27/1/2025,21,13298,Engineer,87.78,210.38,4876.89,0.42,386,Trying to improve my credit score.
CUST0430,4/1/2025,67,12814,Engineer,60.85,192.28,7906.56,0.27,523,Investing more into mutual funds.
CUST0431,16/1/2025,31,2446,Consultant,121.73,234.41,5722.83,1.72,349,Investing more into mutual funds.
CUST0432,18/1/2025,44,8414,Nurse,89.17,197.6,6993.05,-0.96,651,I need to manage my expenses better.
CUST0433,2/1/2025,30,11216,Consultant,85.13,71.05,5562.02,,801,Looking to diversify investments.
CUST0434,14/1/2025,42,6645,Engineer,217.19,116.29,1893.14,3.99,744,Investing more into mutual funds.
CUST0435,17/1/2025,66,11130,Student,216.19,182.53,3320.76,,624,Trying to improve my credit score.
CUST0436,5/1/2025,54,11928,Teacher,255.64,323.05,6655.2,,456,Trying to improve my credit score.
CUST0437,1/1/2025,18,8240,Nurse,202.71,87.49,2533,-2.48,843,Looking to diversify investments.
CUST0438,16/1/2025,23,4365,Nurse,261.01,101.11,6575.8,-2.35,739,Trying to improve my credit score.
CUST0439,10/1/2025,56,6284,Consultant,224.92,175.82,4810.19,0.57,370,Looking to diversify investments.
CUST0440,1/1/2025,39,13769,Teacher,180.78,204.96,4168.98,,773,Looking to diversify investments.
CUST0441,6/1/2025,68,12930,Student,280.15,120.15,3435.99,-1.02,730,
CUST0442,30/1/2025,52,14861,Engineer,230.88,147.02,6225.26,2.09,842,I plan to increase my savings next month.
CUST0443,23/1/2025,55,6493,Trader,237.15,116.97,5632.72,-1.27,781,Investing more into mutual funds.
CUST0444,5/1/2025,46,4757,Developer,192.61,72.55,3726.28,1.34,360,I plan to increase my savings next month.
CUST0445,11/1/2025,53,2585,Consultant,204.28,164.58,7111.07,0.52,751,I need to manage my expenses better.
CUST0446,18/1/2025,19,11225,Nurse,202.78,31.89,6309.95,2.12,639,Looking to diversify investments.
CUST0447,6/1/2025,36,10081,Nurse,159.72,144.32,4731.69,1.32,847,I might reduce spending on dining.
CUST0448,26/1/2025,19,3590,Teacher,305.18,116.07,7394.37,-2.45,712,Investing more into mutual funds.
CUST0449,18/1/2025,20,9481,Engineer,351.2,190.93,5375.86,1.84,389,I need to manage my expenses better.
CUST0450,10/1/2025,34,13360,Nurse,205.79,162.87,6443.06,0.71,331,Planning to buy a car soon.
CUST0451,18/1/2025,63,12426,Student,16.15,118.88,-160.74,1.53,514,I plan to increase my savings next month.
CUST0452,25/1/2025,28,4121,Designer,88.34,185.48,3552.02,0.11,723,Trying to improve my credit score.
CUST0453,25/1/2025,19,7471,Engineer,257.66,114.77,3442.12,-0.13,667,Investing more into mutual funds.
CUST0454,29/1/2025,35,14982,Student,323.62,294.85,4059.51,-0.36,400,I plan to increase my savings next month.
CUST0455,4/1/2025,46,10926,Engineer,276,164.58,1934.6,0.11,830,I need to manage my expenses better.
CUST0456,17/1/2025,63,14379,Teacher,153.93,23.99,6396.64,-0.01,572,Investing more into mutual funds.
CUST0457,17/1/2025,20,7994,Engineer,168.56,210.1,7786.91,1.92,707,
CUST0458,16/1/2025,27,4511,Student,329.18,130.68,7650.86,-2.31,635,Investing more into mutual funds.
CUST0459,1/1/2025,31,14486,Nurse,190.68,249.89,3231.68,-4.68,439,Saving for a house.
CUST0460,26/1/2025,51,12987,Engineer,20.08,175.42,2234.13,-1.86,636,I might reduce spending on dining.
CUST0461,23/1/2025,63,6994,Trader,271,195.65,5120.17,1.28,808,Trying to improve my credit score.
CUST0462,20/1/2025,35,2523,Trader,230.33,223.81,3806.05,-4.28,318,I might reduce spending on dining.
CUST0463,27/1/2025,65,12886,Student,107.45,205.43,6077.66,1.97,592,Trying to improve my credit score.
CUST0464,8/1/2025,43,6500,Teacher,250.41,37.4,5821.06,2.26,846,Looking to diversify investments.
CUST0465,23/1/2025,55,2363,Teacher,151.34,171.79,5622.22,-3.28,815,Trying to improve my credit score.
CUST0466,5/1/2025,21,13089,Engineer,133.25,185.01,4693.02,-3.62,740,Looking to diversify investments.
CUST0467,21/1/2025,28,12875,Trader,265.35,185.69,6672.44,-0.98,759,I might reduce spending on dining.
CUST0468,12/1/2025,39,5732,Consultant,244.06,138.32,5009.2,2.14,428,I need to manage my expenses better.
CUST0469,10/1/2025,39,4603,Developer,331.47,171.64,3273.01,0.44,547,I plan to increase my savings next month.
CUST0470,28/1/2025,50,10119,Trader,142.79,113.41,8150.78,0.56,843,I might reduce spending on dining.
CUST0471,30/1/2025,69,2231,Teacher,318.01,102.68,6340.42,0.64,557,
CUST0472,18/1/2025,52,6530,Student,303.22,72.58,7423.34,-2.6,841,Trying to improve my credit score.
CUST0473,26/1/2025,28,2193,Developer,256.56,314.92,5291.79,-3.15,341,Looking to diversify investments.
CUST0474,16/1/2025,40,5381,Trader,241.36,136.71,4955.4,-0.88,356,
CUST0475,3/1/2025,36,12012,Engineer,215.4,218.69,3119.08,0.57,407,Investing more into mutual funds.
CUST0476,7/1/2025,19,7092,Consultant,209.93,192.59,5441.62,-1.52,487,Investing more into mutual funds.
CUST0477,20/1/2025,28,13593,Developer,123.93,169.11,3016.61,-0.77,339,Saving for a house.
CUST0478,6/1/2025,53,3876,Designer,76.99,141.31,4108.11,0.73,520,Planning to buy a car soon.
CUST0479,13/1/2025,56,12151,Engineer,176.8,128.3,4185.24,3.44,635,
CUST0480,16/1/2025,43,6452,Teacher,200.52,116.56,8408.91,-1.96,583,Looking to diversify investments.
CUST0481,13/1/2025,30,4665,Teacher,112.11,235.23,4773.04,0.94,844,I plan to increase my savings next month.
CUST0482,11/1/2025,68,13849,Trader,251.95,198.67,4676.89,-0.75,606,Saving for a house.
CUST0483,4/1/2025,33,10167,Developer,194.99,164.59,4411.51,3.21,608,Planning to buy a car soon.
CUST0484,14/1/2025,51,,Designer,324.7,58.17,8259.28,-0.25,635,Trying to improve my credit score.
CUST0485,26/1/2025,56,4911,Student,217.85,213.37,7208.99,-0.7,431,Trying to improve my credit score.
CUST0486,24/1/2025,19,13824,Teacher,223.26,128.36,8324.15,0.61,350,Looking to diversify investments.
CUST0487,25/1/2025,43,5151,Consultant,230.5,168.7,1962.18,-4.76,719,Investing more into mutual funds.
CUST0488,17/1/2025,67,,Engineer,250.01,172.75,3904.74,-0.4,383,Saving for a house.
CUST0489,5/1/2025,32,5057,Trader,165.38,197.63,4405.25,0.01,767,Trying to improve my credit score.
CUST0490,27/1/2025,61,2579,Trader,185.97,179.49,4981.42,1.11,530,Saving for a house.
CUST0491,8/1/2025,68,,Student,302.29,189.22,6350.82,0.23,470,
CUST0492,1/1/2025,31,7111,Consultant,311.37,169.58,6792.57,0.54,370,I plan to increase my savings next month.
CUST0493,20/1/2025,63,11174,Nurse,60.66,127.72,1706.27,1.71,318,
CUST0494,9/1/2025,38,9394,Engineer,335.2,126.88,3883.58,0.14,735,Investing more into mutual funds.
CUST0495,6/1/2025,65,,Consultant,263.83,38.44,5090.98,1.62,316,Saving for a house.
CUST0496,5/1/2025,36,11744,Teacher,359.07,286.83,2647.96,,503,I need to manage my expenses better.
CUST0497,5/1/2025,41,6109,Trader,222.13,150.51,1858.24,,643,I need to manage my expenses better.
CUST0498,9/1/2025,49,12491,Engineer,193.21,240.61,5710.86,3.23,510,Trying to improve my credit score.
CUST0499,10/1/2025,62,8784,Designer,213.14,281.77,5985.97,0.38,326,Planning to buy a car soon.
CUST0500,8/1/2025,35,12667,Nurse,330.53,187.32,3485.75,0.02,337,Trying to improve my credit score.
